"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p202","SOV","2","1","1",123,"1","KM","FS",12,48,"382","3","5","0","0","124",11,40,"chewing","332","6/21/24",683,36,"55","1","1","cm","0",1,""
"p203","SOV","2","1","1",124,"1","KM","FS",6,23,"214",NA,NA,"0","0","81",5,5,"chewing","336","6/21/24",452,28,"44","1","1","cm","-7.4",1,""
"p204","SOV","2","1","1",NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"20",3,5,"window","320","6/21/24",46,29,"",NA,NA,"BWR","-69.4",1,""
"p205","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"23",3,5,"chewing","327","6/21/24",33,24,"",NA,NA,"BWR","-106.4",1,""
"p206","SOV","2","1","1",NA,NA,"KM","B",0,0,NA,NA,NA,"0","0","38",4,5,"chewing; window","327","6/21/24",103,24,NA,NA,NA,"BWR; no buds or flowers","-110",1,""
"p207","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",1,5,"window","337","6/21/24",39,19,"",NA,NA,"","-139",1,""
"p208","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","336.8","6/21/24",19,14,"",NA,NA,"","-150.5",1,""
"p209","SOV","2","1",NA,NA,NA,"KM","FS",6,14,"119","3","7","0","0","22",7,25,"chewing","342","6/21/24",426,13,"57","1","1","BWR","-145",1,""
"p210","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"20",0,0,"","342","6/21/24",39,24,"",NA,NA,"small neighbour to E","-145.4",1,""
"p211","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"31",0,0,"","332","6/21/24",44,31,"",NA,NA,"","-139.8",1,""
"p212","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"20",0,0,"","303","6/21/24",26,20,"",NA,NA,"BWR","-145",1,""
"p213","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"22",5,5,"","329","6/21/24",22,23,"",NA,NA,"","-161.3",1,""
"p214","SOV","2","1","1",NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"27",0,0,"","300","6/21/24",41,43,"",NA,NA,"","-112.8",1,""
"p215","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","335","6/21/24",34,19,"",NA,NA,"","-166.2",1,""
"p216","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"31",3,5,"chewing","348.4","6/21/24",47,26,"",NA,NA,"BWR possible regrowth","-166.1",1,""
"p217","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",1,5,"chewing","353","6/21/24",33,17,"",NA,NA,"BWR","-177",1,""
"p218","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","357","6/21/24",27,22,"",NA,NA,"","-157",1,""
"p219","SOV","2","1","1",0,"0","KM","FS",4,7,"65","3","7","0","0","62",10,40,"","359.8","6/21/24",257,31,"52","1","1","BWR","-159.5",1,""
"p220","SOV","2","1","1",126,"1","KM","FS",6,9,"72",NA,NA,"0","0","62",3,5,"chewing","343","6/21/24",372,33,"53",NA,"1","","-183.4",1,""
"p221","SOV","2","1","1",127,"1","KM","FS",5,5,"50",NA,NA,NA,NA,"23",0,0,"","343.4","6/21/24",208,37,"2","1",NA,"","-191.7",1,""
"p222","SOV","2","1","1",128,NA,"KM","FS",7,3,"14",NA,NA,"0","0","62",0,0,"","343.4","6/21/24",200,31,"3",NA,"1","","-196.8",1,""
"p223","SOV","2","1","1",129,"1","KM","FS",3,6,"73",NA,NA,"0","1","42",3,15,"chewing; window","366","6/21/24",289,3,"54","1","1","BWR","-181.2",1,""
"p224","SOV","2","1","1",0,"0","KM","R",NA,NA,"",NA,NA,NA,NA,"19",3,20,"chewing","368","6/21/24",35,24,"",NA,NA,"small neighbor to S; BWR","-179.1",1,""
"p225","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","360","6/21/24",18,14,"",NA,NA,"","-190",1,""
"p226","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","360","6/21/24",18,14,"",NA,NA,"small neighbour to SE","-151",1,""
"p227","SOV","2","1","1",130,"0","KM","FS",3,5,"86","2","7","0","0","24",1,20,"chewing","367","6/21/24",257,14,"39","1","1","","-157.5",1,""
"p228","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","394","6/21/24",24,12,"",NA,NA,"BWR","-143.5",1,""
"p229","SOV","2","1","1",131,"1","KM","FS",4,9,"102",NA,NA,NA,NA,"47",7,5,"chewing","385","6/21/24",380,32,"49",NA,NA,"","-136.9",1,""
"p230","SOV","2","1","1",132,"0","CR","FS",3,5,"70",NA,NA,"0","0","17",0,0,"","365","6/21/24",322,13,"46",NA,"1","","-125.7",1,""
"p231","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",1,5,"chewing","368","6/21/24",35,24,"",NA,NA,"","-129.5",1,""
"p232","SOV","2","1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","387","6/21/24",25,19,"",NA,NA,"BWR","-123",1,""
"p233","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"3",4,5,"chewing","1138","6/21/24",61,53,"",NA,NA,"possible regrowth BWR","-44",1,""
"p234","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","1370","6/21/24",64,25,"",NA,NA,"BWR","-60",1,""
"p235","SOV","2",NA,NA,NA,NA,"CR","B",NA,NA,"",NA,NA,NA,"1","12",5,60,"chewing","1482","6/21/24",77,24,"",NA,NA,"BWR","158.5",1,""
"p236","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",2,10,"window; maybe mining","1501","6/21/24",33,31,"",NA,NA,"","143",1,""
"p237","SOV","2",NA,NA,NA,NA,"CR","B",NA,NA,"",NA,NA,NA,"1","34",22,50,"chewing","1508","6/21/24",201,24,"",NA,NA,"BWR","155",1,""
"p238","SOV","2",NA,"1",133,NA,"CR","FS",6,5,"28","3","5","0","0","16",3,5,"chewing","1508","6/21/24",262,15,"60","1","1","","114",1,""
"p239","SOV","2",NA,"1",NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"51",4,5,"window","1515","6/21/24",44,34,"",NA,NA,"","50",1,""
"p240","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"11",1,5,"mining","1535","6/21/24",20,30,"",NA,NA,"","74",1,""
"p241","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","1578","6/21/24",20,17,"",NA,NA,"","54",1,""
"p242","SOV","2",NA,NA,NA,NA,"MS","SO",0,3,"32",NA,NA,NA,"1","67",14,80,"chewing","1530","6/21/24",335,49,"0",NA,NA,"fruits eaten; possible regrowth","21.5",1,""
"p243","SOV","2",NA,"1",NA,NA,"CR","FS",18,25,"90","2","5",NA,NA,"28",16,15,"chewing","1569","6/21/24",409,24,"7",NA,NA,"fruits eaten","140.4",1,""
"p244","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","1600","6/21/24",24,23,"",NA,NA,"","198",1,""
"p245","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"26",2,5,"chewing","1604.5","6/21/24",33,34,"",NA,NA,"possible regrowth","200",1,""
"p246","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"14",3,10,"chewing","1636.5","6/21/24",44,13,"",NA,NA,"BWR","2",1,""
"p247","SOV","2",NA,"1",NA,NA,"CR","FS",11,4,"37","3","6","0","0","17",5,20,"window","1636.5","6/21/24",257,12,"12","1","1","","124",1,""
"p248","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"28",15,15,"chewing; window","1638","6/21/24",65,28,"",NA,NA,"BWR; regrowth","214.5",1,""
"p249","SOV","2",NA,"1",134,"1","MS","FS",33,5,"33","3","8","0","1","76",14,15,"chewing; window","1643","6/21/24",255,39,"25","1","1","","202.5",1,""
"p250","SOV","2",NA,"1",135,NA,"MS","FS",4,4,"59",NA,NA,"0","0","32",0,0,"","1654","6/21/24",235,30,"52","1","1","","206",1,""
"p251","SOV","2",NA,NA,NA,NA,"CR","B",NA,NA,"",NA,NA,NA,"1","28",10,10,"chewing; window","1694","6/21/24",79,26,"",NA,NA,"BWR; R to the NW","-36",1,""
"p252","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",10,10,"chewing","1691","6/21/24",12,14,"",NA,NA,"","9.5",1,""
"p253","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","1697","6/21/24",22,10,"",NA,NA,"Rust","16.5",1,""
"p254","SOV","2",NA,"1",NA,NA,"CR","SO",NA,6,"14",NA,NA,"0","1","36",1,5,"window","1710","6/21/24",213,33,"57","1","1","","86",1,""
"p255","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","1713","6/21/24",35,33,"",NA,NA,"","28",1,""
"p256","SOV","2",NA,"1",136,NA,"CR","SO",NA,8,"62",NA,NA,"0","0","21",3,5,"window","1731","6/21/24",383,28,"60","1","1","BWR; aphid","78",1,""
"p257","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","1728","6/21/24",43,25,"",NA,NA,"BWR; rust","-7.5",1,""
"p258","SOV","2",NA,"1",137,"1","MS","B",NA,NA,"",NA,NA,NA,"1","29",21,50,"chewing; window","1710.5","6/21/24",256,39,"",NA,NA,"","197.5",1,""
"p259","SOV","2",NA,"1",138,NA,"MS","FS",6,6,"32",NA,NA,"0","0","30",0,0,"","1725","6/21/24",310,46,"49","1","1","possible regrowth","205.5",1,""
"p260","SOV","2",NA,"1",NA,"1","CR","R",NA,NA,"",NA,NA,NA,"1","23",3,5,"chewing","1721","6/21/24",20,37,"",NA,NA,"regrowth","95.5",1,""
"p261","SOV","2",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"15",2,5,"window","1747.8","6/21/24",43,22,"",NA,NA,"BWR","-2",1,""
"p262","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","1756","6/21/24",38,23,"",NA,NA,"BWR","16",1,""
"p263","SOV","2",NA,"1",139,NA,"CR","SO",NA,8,"28",NA,NA,"0","1","20",8,10,"chewing; window","1792","6/21/24",275,29,"36","1","1","","-4.5",1,""
"p264","SOV","2",NA,"1",140,NA,"CR","SO",NA,6,"42",NA,NA,"0",NA,"22",3,5,"window","1812","6/21/24",335,24,"69","1","1","","9",1,""
"p265","SOV","2",NA,NA,141,NA,"CR","SO",NA,8,"80",NA,NA,"0",NA,"24",1,5,"window","1872","6/21/24",385,31,"74","1","1","","-50",1,""
"p266","SOV","2",NA,NA,NA,NA,"MS","FS",5,4,"23",NA,NA,"0",NA,"28",0,0,"","1842","6/21/24",203,25,"51","1","1","BWR; rust","140",1,""
"p267","SOV","2",NA,"1",142,NA,"MS","FO",22,NA,"15","1","4",NA,"1","101",8,40,"chewing; window","1895","6/21/24",200,25,"",NA,NA,"","234",1,""
"p268","SOV","2",NA,NA,NA,NA,"CR","SO",NA,1,"5",NA,NA,NA,"1","21",5,5,"window","1894","6/21/24",110,20,"6",NA,NA,"BWR","5",1,""
"p269","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",1,5,"window","1886","6/21/24",67,29,"",NA,NA,"BWR","9",1,""
"p270","SOV","2",NA,"1",143,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","1903","6/21/24",46,33,"",NA,NA,"BWR","29",1,""
"p271","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","1924","6/21/24",27,13,"",NA,NA,"BWR","1.5",1,""
"p272","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"","1936","6/21/24",30,23,"",NA,NA,"","-8",1,""
"p273","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","1951","6/21/24",20,15,"",NA,NA,"","-32",1,""
"p274","SOV","2",NA,"1",NA,NA,"MS","FS",11,6,"23",NA,NA,"0","0","24",6,5,"window","2113","6/21/24",150,28,"42","1","1","BWR; possible regrowth","13",1,""
"p275","SOV","2",NA,"1",NA,NA,"CR","FS",2,3,"6","3","6","0","0","29",1,5,"window","2337","6/21/24",169,24,"13","1","1","dead stalk","69",1,""
"p276","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,"1","19",3,5,"chewing","2385","6/21/24",70,45,"",NA,NA,"","-11",1,""
"p277","SOV","2",NA,"1",NA,NA,"MS","SO",NA,9,"120",NA,NA,NA,NA,"29",0,0,"","2390","6/21/24",450,27,"31",NA,NA,"","-4.5",1,""
"p278","SOV","2",NA,"1",144,NA,"MS","FS",9,7,"71",NA,NA,"0","0","37",2,5,"chewing","2400","6/21/24",340,23,"25","1","1","","-5",1,""
"p279","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2395","6/21/24",25,15,"",NA,NA,"","0",1,""
"p280","SOV","2",NA,"1",NA,NA,"CR","SO",NA,5,"21",NA,NA,NA,"1","18",9,10,"window","2403","6/21/24",143,32,"4",NA,NA,"","139.5",1,""
"p281","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",5,80,"chewing; window","2374","6/21/24",23,18,"",NA,NA,"nail 2 inch to S","17",1,""
"p282","SOV","2",NA,NA,NA,NA,"CR","SO",NA,6,"36",NA,NA,"0","1","21",4,75,"chewing; window","2386","6/21/24",307,21,NA,NA,NA,"all fruit eaten","29.5",1,""
"p283","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",1,5,"chewing","2390","6/21/24",37,16,"",NA,NA,"BWR","11.5",1,""
"p284","SOV","2",NA,"1",NA,"1","CR","SO",NA,3,"36",NA,NA,NA,"1","38",6,50,"chewing; window","2398","6/21/24",309,43,NA,NA,NA,"all fruit eaten","19",1,""
"p285","SOV","2",NA,NA,145,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"20",8,15,"chewing; window","2398","6/21/24",53,25,"",NA,NA,"BWR","22",1,""
"p286","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"17",10,10,"chewing","2401","6/21/24",37,30,"",NA,NA,"","56.5",1,""
"p287","SOV","2",NA,NA,NA,NA,"CR","B",NA,NA,"",NA,NA,NA,NA,"15",2,5,"chewing","2405","6/21/24",178,16,"",NA,NA,"BWR; regrowth","48",1,""
"p288","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","2416.8","6/21/24",20,25,"",NA,NA,"","6.5",1,""
"p289","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"4",0,0,"","2420","6/21/24",20,5,"",NA,NA,"nail SW; regrowth","18",1,""
"p290","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",1,5,"window","2406","6/21/24",38,24,"",NA,NA,"BWR","30.5",1,""
"p291","SOV","2",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,"1","31",3,5,"chewing; window","2412","6/21/24",60,31,"",NA,NA,"regrowth","32",1,""
"p292","SOV","2",NA,"1",NA,NA,"CR","SO",NA,7,"52",NA,NA,"0",NA,"19",4,5,"chewing","2419","6/21/24",344,26,"71","1","1","2 fruits chewed","47.5",1,""
"p293","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","2419","6/21/24",38,15,"",NA,NA,"BWR","43.5",1,""
"p294","SOV","2",NA,NA,NA,NA,"MS","SO",50,3,"19",NA,NA,NA,NA,"29",3,5,"window","2437","6/21/24",205,25,"50",NA,NA,"nail to SW; BWR","16",1,""
"p295","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","2435","6/21/24",17,19,"",NA,NA,"","37",1,""
"p296","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"","2482","6/21/24",25,35,"",NA,NA,"","0.5",1,""
"p297","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"13",2,5,"chewing","2504","6/21/24",32,19,"",NA,NA,"","2.5",1,""
"p298","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",2,5,"chewing","2505","6/21/24",18,19,"",NA,NA,"","0",1,""
"p299","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","2500","6/21/24",46,27,"",NA,NA,"BWR","27",1,""
"p300","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","2532","6/21/24",34,24,"",NA,NA,"BWR","16",1,""
"p301","SOV","2",NA,"1",146,NA,"CR","FS",1,5,"57","5","10","0",NA,"31",0,0,"","2535","6/21/24",344,21,"30","1","1","two gall flowers","32.5",1,""
"p302","SOV","2",NA,"1",NA,NA,"CR","SO",NA,4,"43",NA,NA,NA,NA,"36",4,5,"chewing","2530","6/21/24",234,28,"22",NA,NA,"dead stalk; regrow","79",1,""
"p303","SOV","2",NA,"1",147,NA,"MS","FS",6,4,"51",NA,NA,NA,NA,"21",0,0,"","2535","6/21/24",234,15,"25",NA,NA,"","-12",1,""
"p304","SOV","2",NA,"1",148,NA,"MS","FS",13,2,"7",NA,NA,NA,NA,"38",0,0,"","2535","6/21/24",190,15,"2",NA,NA,"yellow buds","-38",1,""
"p305","SOV","2",NA,NA,NA,NA,"MS","FO",3,NA,"5",NA,NA,NA,NA,"16",6,10,"chewing","2545","6/21/24",105,15,"",NA,NA,"","-8",1,""
"p306","SOV","2",NA,NA,NA,NA,"MS","FO",4,NA,"4",NA,NA,NA,NA,"13",1,40,"chewing","2549","6/21/24",115,14,"",NA,NA,"","-23",1,""
"p307","SOV","2",NA,"1",151,NA,"MS","FS",11,10,"165","3","9","0",NA,"34",7,50,"chewing; window","2548","6/21/24",435,30,"46","1","1","flower gall, fruits eaten","-42",1,""
"p308","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",1,5,"window","2559","6/21/24",22,26,"",NA,NA,"small neighbor 2cm to the right","62",1,""
"p309","SOV","2",NA,"1",149,NA,"CR","FS",1,7,"69","3","7.5","0",NA,"28",2,5,"window","2557","6/21/24",347,21,"40","1","1","","125.5",1,""
"p310","SOV","2",NA,"1",150,NA,"CR","FS",4,3,"27","3","7","0",NA,"27",0,0,"","2564","6/21/24",234,37,"30","1","1","BWR; dead stalk","126.5",1,""
"p311","SOV","2",NA,"1",NA,"1","CR","B",NA,NA,"",NA,NA,NA,NA,"35",4,20,"window","2545","6/21/24",155,32,"",NA,NA,"","14",1,""
"p312","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","2550","6/21/24",22,19,"",NA,NA,"","4",1,""
"p313","SOV","2",NA,NA,NA,NA,"CR","SO",NA,2,"27",NA,NA,NA,NA,"18",1,5,"window","2583","6/21/24",233,19,"27","1","1","","90",1,""
"p314","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2633.6","6/21/24",15,13,"",NA,NA,"","17",1,""
"p315","SOV","2",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2561.8","6/21/24",25,31,"",NA,NA,"","1.5",1,""
"p316","SOV","2",NA,"1",152,"1","MS","FO",15,NA,"12","4","8","0","1","110",8,40,"chewing","2567","6/21/24",256,51,"","1","1","stricta???","1.5",1,""
"p317","SOV","2",NA,NA,NA,NA,"MS","FO",7,NA,"9","1","5","0",NA,"16",3,10,"window","2570","6/21/24",140,19,"","1","1","","-26",1,""
"p318","SOV","2",NA,NA,NA,NA,"MS","FS",2,2,"21","4","8","0",NA,"31",5,5,"chewing","2582","6/21/24",240,26,"31","1","1","dead stalk","-11",1,""
"p319","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",1,5,"window","2559","6/21/24",26,25,"",NA,NA,"","63",1,""
"p320","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",3,5,"chewing; window","2646","6/21/24",13,14,"",NA,NA,"","10",1,""
"p321","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","2659","6/21/24",15,21,"",NA,NA,"","52",1,""
"p322","SOV","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",1,5,"window","2693","6/21/24",14,15,"",NA,NA,"","2.5",1,""
"p323","SOV","2",NA,NA,NA,NA,"CR","X",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"","2696","6/21/24",NA,NA,"",NA,NA,"","26",1,""
"p324","SOV","2",NA,"1",NA,NA,"MS","FS",5,7,"81",NA,NA,"0",NA,"19",0,0,"","2601","6/21/24",307,17,"43","1","1","","-67.5",1,""
"p325","SOV","2",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","2626","6/21/24",41,33,"",NA,NA,"","-36.5",1,""
"p326","TWM","1",NA,"1",153,NA,"MS","FS",8,12,"140",NA,NA,"0","0","27",0,0,"","264","6/22/24",497,34,"53","1","1","","249",1,""
"p327","TWM","1",NA,NA,NA,NA,"KM","FO",3,NA,"9","4","9","0","0","17",0,0,"","328.4","6/22/24",156,13,"","1","1","petals 90 degrees to sepals","6.6",1,""
"p328","TWM","1",NA,"1",NA,NA,"MS","FS",4,3,"62","3","3","0","0","15",0,0,"","377","6/22/24",290,16,"33","1","1","petals 90 degrees to sepals; nail to the N","249",1,""
"p329","TWM","1",NA,"1",154,NA,"MS","FS",5,4,"85","4","7","0","0","14",0,0,"","408.8","6/22/24",311,30,"39","1","1","","236",1,""
"p330","TWM","1",NA,"1",NA,NA,"MS","FS",3,2,"33","2","6","0","0","12",0,0,"","409","6/22/24",250,12,"40","1","1","","236",1,""
"p331","TWM","1",NA,"1",NA,NA,"MS","FS",6,7,"65",NA,NA,"0","0","33",4,15,"chewing","444","6/22/24",290,30,"8","1","1","green aphids","229",1,""
"p332","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"19",6,15,"chewing; window","463","6/22/24",15,45,"",NA,NA,"old stalk","213.5",1,""
"p333","TWM","1",NA,"1",155,"1","CR","SO",NA,5,"93",NA,NA,NA,NA,"24",0,0,"","376","6/22/24",307,27,"34",NA,NA,"","207.5",1,""
"p334","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","466","6/22/24",10,12,"",NA,NA,"","59.5",1,""
"p335","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"6",0,0,"","475","6/22/24",10,15,"",NA,NA,"neighbour to SW","63",1,""
"p336","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","485","6/22/24",19,19,"",NA,NA,"","53",1,""
"p337","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","501","6/22/24",17,17,"",NA,NA,"","38",1,""
"p338","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","502","6/22/24",14,16,"",NA,NA,"","40",1,""
"p339","TWM","1",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"21",0,0,"","565","6/22/24",20,37,"",NA,NA,"might not be Boechera","83",1,""
"p340","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",3,15,"chewing; window","584","6/22/24",48,31,"",NA,NA,"BWR","93",1,""
"p341","TWM","1",NA,"1",156,NA,"CR","SO",NA,6,"27",NA,NA,"0","0","25",1,15,"window","580","6/22/24",302,23,"37","1","1","","100",1,""
"p342","TWM","1",NA,"1",NA,NA,"CR","SO",NA,3,"46",NA,NA,"0","0","11",0,0,"","578","6/22/24",282,19,"29","1","1","","89",1,""
"p343","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","513","6/22/24",21,15,"",NA,NA,"","-66.5",1,""
"p344","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"23",0,0,"","577","6/22/24",25,25,"",NA,NA,"nail to S","-26.5",1,""
"p345","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","590","6/22/24",23,23,"",NA,NA,"nail to NW","-30",1,""
"p346","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","623","6/22/24",31,25,"",NA,NA,"","-51.5",1,""
"p347","TWM","1",NA,"1",157,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",4,25,"chewing; window","599","6/22/24",39,47,"",NA,NA,"BWR","75",1,""
"p348","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","576","6/22/24",15,24,"",NA,NA,"","-57.5",1,""
"p349","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","735.8","6/22/24",16,16,"",NA,NA,"nail to W, lots of neighbours","34",1,""
"p350","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","734","6/22/24",16,11,"",NA,NA,"","58.5",1,""
"p351","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",1,10,"mining","762","6/22/24",22,15,"",NA,NA,"","15",1,""
"p352","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","760.5","6/22/24",24,19,"",NA,NA,"","55",1,""
"p353","TWM","1",NA,"1",158,NA,"CR","SO",NA,5,"64",NA,NA,"0","0","22",3,5,"chewing","806.5","6/22/24",358,27,"46","1","1","","28.1",1,""
"p354","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","709","6/22/24",21,25,"",NA,NA,"neighbour to N","-16",1,""
"p355","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","713","6/22/24",25,25,"",NA,NA,"","-35",1,""
